Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,8.41,2.16,2.59,-4.42,211.85,117.24,116.61,110.21
7-12 game split,8.15,1.81,3.62,-4.67,202.0,121.32,107.08,99.21
13-18 game split,9.75,1.91,2.65,-3.69,206.62,119.63,118.36,100.12
19-21 game split,10.06,1.96,2.97,-4.28,210.8,119.24,123.88,123.88
