Serve,Court Side,Spin Type,Total Returns,Return In %,Win if In %
1st,Deuce,Slice,1,100%,0%
1st,Deuce,Non-Slice,13,38%,0%
1st,Ad,Slice,0,NO DATA,NO DATA
1st,Ad,Non-Slice,6,83%,0%
2nd,Deuce,Slice,0,NO DATA,NO DATA
2nd,Deuce,Non-Slice,3,33%,0%
2nd,Ad,Slice,0,NO DATA,NO DATA
2nd,Ad,Non-Slice,8,87%,57%
