Serve,Court Side,Spin Type,Total Returns,Return In %,Win if In %
1st,Deuce,Slice,1,100%,100%
1st,Deuce,Non-Slice,31,93%,48%
1st,Ad,Slice,2,50%,0%
1st,Ad,Non-Slice,21,80%,41%
2nd,Deuce,Slice,0,NO DATA,NO DATA
2nd,Deuce,Non-Slice,7,85%,50%
2nd,Ad,Slice,0,NO DATA,NO DATA
2nd,Ad,Non-Slice,13,92%,66%
