Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-17 game split,10.26,1.8,3.16,-3.86,186.45,130.08,125.94,111.91
3-15 game split,9.96,1.82,3.26,-3.85,186.57,132.23,127.21,113.47
4-18 game split,10.27,1.84,3.3,-3.91,185.83,129.72,126.28,111.71
