Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,9.32,2.44,4.74,-5.41,188.52,115.17,106.3,106.3
7-12 game split,13.21,2.33,5.2,-6.54,189.3,118.03,107.9,105.58
13-15 game split,13.14,2.88,5.4,-7.45,184.22,98.32,82.83,82.83
