Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,14.23,2.02,4.46,-5.74,196.29,127.13,123.14,119.87
7-12 game split,14.6,2.38,5.19,-6.13,202.31,125.04,122.46,117.69
13-15 game split,12.23,2.16,5.2,-5.62,200.98,132.17,125.18,125.18
