Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,10.01,2.15,3.93,-4.6,205.18,128.46,130.06,122.74
7-12 game split,11.91,2.1,3.86,-4.7,195.42,139.41,130.54,111.03
13-18 game split,13.45,2.01,4.11,-4.05,199.43,134.71,124.37,120.98
19-19 game split,9.68,2.71,4.14,-3.77,202.6,132.07,,
