Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
2-13 game split,11.2,1.89,3.35,-4.19,185.36,123.87,122.22,118.45
3-16 game split,11.18,1.95,3.29,-4.12,180.2,125.69,121.53,117.92
1-17 game split,11.17,1.88,3.17,-4.0,183.16,125.12,121.66,116.96
