Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,11.23,1.97,3.44,-4.31,198.44,123.8,117.52,112.87
7-12 game split,8.26,1.85,3.05,-4.14,190.4,133.26,120.1,113.76
13-18 game split,8.1,2.02,3.18,-3.87,194.06,141.88,115.54,111.5
