Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,11.57,1.78,3.66,-4.38,192.43,123.97,122.9,113.63
7-12 game split,12.66,1.96,3.57,-4.61,198.71,117.13,118.84,108.71
13-18 game split,13.56,2.14,3.98,-5.38,196.55,113.46,109.07,99.55
19-20 game split,8.51,2.0,3.45,-4.22,190.15,134.63,74.13,85.18
