Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,8.21,2.23,3.69,-4.62,190.98,123.81,111.6,106.76
7-12 game split,8.91,2.19,4.2,-5.1,187.27,128.32,116.66,112.74
13-16 game split,10.43,2.2,3.72,-4.84,187.21,123.2,118.9,115.1
