Game Description,Distance covered per point,Average movement speed,Average acceleration,Average deceleration,Serve Speed Avg,Forehand Speed Avg,Backhand Speed Avg (without slices),Backhand Speed Avg (with slices)
1-6 game split,7.5,1.58,4.41,-5.75,199.61,117.8,118.22,118.22
7-12 game split,7.68,1.8,4.22,-4.83,204.06,44.88,116.63,109.84
13-18 game split,10.4,1.44,4.0,-5.47,204.87,111.89,115.11,115.11
